C_Code,yyear,daily_calory,prevalence_obesity,prevalence_overweight,death_rate
SLB,1997,2406,10.2,40.7,10.12
SLB,1998,2388,10.6,41.5,10.48
SLB,1999,2311,11,42.2,10.77
SLB,2000,2353,11.4,42.9,11.08
SLB,2001,2315,11.9,43.6,11.37
SLB,2002,2392,12.3,44.4,11.57
SLB,2003,2409,12.8,45.1,11.83
SLB,2004,2402,13.4,45.9,12.02
SLB,2005,2427,13.9,46.6,12.18
SLB,2006,2458,14.4,47.4,12.15
SLB,2007,2420,15,48.1,11.87
SLB,2008,2480,15.5,48.9,11.29
SLB,2009,2453,16.1,49.6,11.41
SLB,2010,2482,16.7,50.4,11.34
SLB,2011,2491,17.3,51.2,11.79
SLB,2012,2421,17.9,51.9,12
SLB,2013,2391,18.5,52.7,12.17
SLB,2014,2376,19.2,53.5,12.38
SLB,2015,2376,19.8,54.2,12.56
SLB,2016,2399,20.5,55,12.62
SOM,1990,,2.2,15.8,1.38
SOM,1991,,2.3,16.2,1.31
SOM,1992,,2.4,16.6,1.34
SOM,1993,,2.5,17,1.36
SOM,1994,,2.7,17.4,1.33
SOM,1995,,2.8,17.8,1.33
SOM,1996,,2.9,18.2,1.33
SOM,1997,,3.1,18.7,1.32
SOM,1998,,3.2,19.1,1.35
SOM,1999,,3.3,19.6,1.35
SOM,2000,,3.5,20,1.36
SOM,2001,,3.7,20.5,1.37
SOM,2002,,3.8,20.9,1.4
SOM,2003,,4,21.4,1.44
SOM,2004,,4.2,21.9,1.46
SOM,2005,,4.4,22.4,1.5
SOM,2006,,4.6,22.9,1.51
SOM,2007,,4.8,23.4,1.54
SOM,2008,,5,23.9,1.58
SOM,2009,,5.2,24.5,1.61
SOM,2010,,5.4,25,1.57
SOM,2011,,5.6,25.5,1.59
SOM,2012,,5.9,26.1,1.67
SOM,2013,,6.1,26.7,1.71
SOM,2014,,6.3,27.2,1.74
SOM,2015,,6.6,27.8,1.76
SOM,2016,,6.9,28.4,1.77
ZAF,1990,2830,13,36,9.29
ZAF,1991,2816,13.4,36.7,9.33
ZAF,1992,2796,13.8,37.3,9.59
ZAF,1993,2838,14.3,38,9.5
ZAF,1994,2826,14.7,38.7,9.73
ZAF,1995,2810,15.3,39.4,9.49
ZAF,1996,2796,15.8,40.1,9.73
ZAF,1997,2815,16.4,40.8,10.14
ZAF,1998,2847,17,41.6,9.91
ZAF,1999,2835,17.5,42.3,9.53
ZAF,2000,2886,18.1,43,9.32
ZAF,2001,2909,18.6,43.7,8.89
ZAF,2002,2906,19.1,44.4,8.59
ZAF,2003,2929,19.6,45.1,8.36
ZAF,2004,2940,20.1,45.8,8.14
ZAF,2005,2952,20.6,46.5,8.12
ZAF,2006,2927,21.1,47.2,8.33
ZAF,2007,2920,21.7,47.9,8.55
ZAF,2008,2924,22.2,48.6,8.94
ZAF,2009,2936,22.8,49.2,9.46
ZAF,2010,2992,23.3,49.9,9.99
ZAF,2011,3002,23.9,50.6,10.47
ZAF,2012,3014,24.5,51.2,10.92
ZAF,2013,3022,25.1,51.9,11.36
ZAF,2014,2976,25.8,52.5,11.77
ZAF,2015,2942,26.4,53.2,12.05
ZAF,2016,2921,27,53.8,12.12
KOR,1990,2956,1.7,19.8,5.19
KOR,1991,2950,1.8,20.4,5.21
KOR,1992,3001,1.9,21,5.22
KOR,1993,2956,2,21.5,5.23
KOR,1994,2980,2.2,22,5.25
KOR,1995,3022,2.3,22.5,5.26
KOR,1996,3060,2.4,23,5.3
KOR,1997,3074,2.6,23.4,5.35
KOR,1998,2981,2.7,23.8,5.42
KOR,1999,3096,2.8,24.2,5.52
KOR,2000,3094,2.9,24.6,5.62
KOR,2001,3081,3,25,5.68
KOR,2002,3081,3.1,25.3,5.72
KOR,2003,3059,3.3,25.7,5.74
KOR,2004,3098,3.4,26.1,5.74
KOR,2005,3102,3.5,26.4,5.72
KOR,2006,3113,3.6,26.8,5.67
KOR,2007,3139,3.7,27.1,5.62
KOR,2008,3187,3.9,27.5,5.57
KOR,2009,3203,4,27.8,5.54
KOR,2010,3281,4.1,28.2,5.51
KOR,2011,3354,4.3,28.5,5.5
KOR,2012,3325,4.4,28.9,5.5
KOR,2013,3334,4.5,29.2,5.51
KOR,2014,3333,4.6,29.6,5.52
KOR,2015,3342,4.8,29.9,5.55
KOR,2016,3347,4.9,30.3,5.58
ESP,1990,3260,15.8,50.4,8.86
ESP,1991,3410,16.1,50.9,8.98
ESP,1992,3405,16.5,51.4,9.09
ESP,1993,3308,16.8,52,9.22
ESP,1994,3304,17.2,52.5,9.33
ESP,1995,3217,17.6,52.9,9.42
ESP,1996,3357,18,53.4,9.53
ESP,1997,3302,18.4,53.9,9.72
ESP,1998,3337,18.8,54.4,9.87
ESP,1999,3331,19.2,54.8,9.98
ESP,2000,3360,19.6,55.3,10.06
ESP,2001,3332,20,55.7,10.13
ESP,2002,3359,20.4,56.2,10.14
ESP,2003,3297,20.8,56.6,10.16
ESP,2004,3246,21.2,57,10.15
ESP,2005,3220,21.6,57.4,10.17
ESP,2006,3227,22.1,57.9,10.15
ESP,2007,3223,22.5,58.3,10.11
ESP,2008,3208,23,58.7,10.04
ESP,2009,3205,23.5,59,9.99
ESP,2010,3183,24,59.4,9.94
ESP,2011,3192,24.5,59.8,9.88
ESP,2012,3173,25,60.2,9.8
ESP,2013,3174,25.5,60.5,9.77
ESP,2014,3163,26.1,60.9,9.71
ESP,2015,3195,26.6,61.3,9.69
ESP,2016,3274,27.1,61.6,9.64
LKA,1990,2167,1.1,10.9,4.17
LKA,1991,2187,1.2,11.2,4.23
LKA,1992,2153,1.3,11.5,4.46
LKA,1993,2095,1.3,11.8,4.85
LKA,1994,2290,1.4,12.2,5.09
LKA,1995,2221,1.5,12.5,5.06
LKA,1996,2240,1.6,12.9,5.23
LKA,1997,2270,1.7,13.3,5.43
LKA,1998,2297,1.8,13.7,5.56
LKA,1999,2384,1.9,14.1,5.85
LKA,2000,2315,2,14.5,6
LKA,2001,2356,2.2,14.9,6.23
LKA,2002,2331,2.3,15.4,6.54
LKA,2003,2330,2.4,15.9,6.8
LKA,2004,2348,2.6,16.3,5.74
LKA,2005,2350,2.8,16.8,7.22
LKA,2006,2376,2.9,17.4,7.39
LKA,2007,2383,3.1,17.9,7.73
LKA,2008,2443,3.3,18.4,7.71
LKA,2009,2448,3.6,19,7.91
LKA,2010,2465,3.8,19.6,8.22
LKA,2011,2491,4,20.1,8.92
LKA,2012,2512,4.3,20.7,9.16
LKA,2013,2539,4.6,21.3,9.46
LKA,2014,2618,4.8,22,9.64
LKA,2015,2645,5.1,22.6,9.88
LKA,2016,2693,5.4,23.3,10.11
SDN,2012,2301,5.6,24.8,12.05
SDN,2013,2336,5,23.3,12.48
SDN,2014,2589,5.2,23.6,12.97
SDN,2015,2592,7.3,28.9,13.38
SDN,2016,2580,7.4,28.9,13.68
SDN,1990,,2.3,16.1,6.23
SDN,1991,,2.3,16.4,6.41
SDN,1992,,2.6,17.5,6.57
SDN,1993,,2.6,17.2,6.67
SDN,1994,,2.4,16.7,6.94
SDN,1995,,2.3,16.4,7.08
SDN,1996,,3,18.7,7.2
SDN,1997,,2.4,16.6,7.31
SDN,1998,,3.1,18.9,7.42
SDN,1999,,4.5,23.2,7.7
SDN,2000,,4.7,23.7,7.86
SDN,2001,,4.2,22,8.06
SDN,2002,,3.2,19,8.26
SDN,2003,,3.7,20.8,8.5
SDN,2004,,4.9,23.9,8.7
SDN,2005,,4.1,21.7,9.31
SDN,2006,,3.8,20.5,9.61
SDN,2007,,4.9,23.7,9.99
SDN,2008,,5.1,24.2,10.4
SDN,2009,,4.5,22.2,10.73
SDN,2010,,5.6,25.2,11.18
SDN,2011,,5.3,24.2,11.48
SUR,1990,2445,13.2,43.7,9.79
SUR,1991,2547,13.6,44.3,9.99
SUR,1992,2507,14,44.8,10.17
SUR,1993,2542,14.5,45.4,10.29
SUR,1994,2513,14.9,46,10.27
SUR,1995,2548,15.4,46.6,10.04
SUR,1996,2585,15.8,47.2,10.1
SUR,1997,2544,16.3,47.9,10.18
SUR,1998,2562,16.8,48.5,10.38
SUR,1999,2491,17.3,49.1,10.64
SUR,2000,2545,17.8,49.7,10.52
SUR,2001,2506,18.3,50.3,10.6
SUR,2002,2557,18.8,50.9,11.03
SUR,2003,2559,19.3,51.5,11.39
SUR,2004,2557,19.8,52.1,11.6
SUR,2005,2614,20.3,52.7,11.65
SUR,2006,2632,20.8,53.3,11.75
SUR,2007,2670,21.3,53.9,11.8
SUR,2008,2645,21.9,54.5,11.89
SUR,2009,2736,22.5,55,12.14
SUR,2010,2795,23,55.6,12.31
SUR,2011,2712,23.6,56.2,12.5
SUR,2012,2726,24.2,56.7,12.66
SUR,2013,2753,24.8,57.3,12.88
SUR,2014,2764,25.3,57.8,13.06
SUR,2015,2716,25.9,58.4,13.36
SUR,2016,2705,26.5,58.9,13.58
SWE,1990,2973,12.1,44.7,8.52
SWE,1991,2942,12.4,45.2,8.59
SWE,1992,3053,12.7,45.6,8.63
SWE,1993,3137,13,46.1,8.66
SWE,1994,3087,13.4,46.6,8.6
SWE,1995,3088,13.7,47.1,8.72
SWE,1996,3039,14.1,47.6,8.73
SWE,1997,3087,14.5,48.1,8.74
SWE,1998,3063,14.9,48.6,8.72
SWE,1999,3115,15.3,49.1,8.73
SWE,2000,3099,15.7,49.6,8.74
SWE,2001,3124,16.2,50.1,8.74
SWE,2002,3133,16.6,50.5,8.74
SWE,2003,3124,16.9,51,8.72
SWE,2004,3147,17.3,51.4,8.74
SWE,2005,3122,17.7,51.8,8.75
SWE,2006,3091,18.1,52.3,8.77
SWE,2007,3089,18.5,52.7,8.77
SWE,2008,3128,18.8,53.1,8.77
SWE,2009,3126,19.2,53.5,8.79
SWE,2010,3151,19.6,53.9,8.81
SWE,2011,3157,20,54.4,8.85
SWE,2012,3170,20.4,54.8,8.87
SWE,2013,3179,20.8,55.2,8.93
SWE,2014,3198,21.2,55.6,8.99
SWE,2015,3182,21.6,56,9.01
SWE,2016,3192,22.1,56.4,9.05
CHE,1990,3441,10.3,41.7,7.95
CHE,1991,3350,10.9,42.7,7.96
CHE,1992,3420,11.4,43.5,7.95
CHE,1993,3358,11.9,44.3,7.95
CHE,1994,3332,12.4,44.9,8
CHE,1995,3311,12.9,45.6,7.97
CHE,1996,3340,13.3,46.1,7.96
CHE,1997,3318,13.7,46.7,7.97
CHE,1998,3327,14.1,47.1,7.96
CHE,1999,3324,14.6,47.6,7.94
CHE,2000,3440,14.9,48,7.96
CHE,2001,3380,15.3,48.4,7.91
CHE,2002,3436,15.7,48.8,7.94
CHE,2003,3432,16.1,49.2,7.96
CHE,2004,3412,16.5,49.7,7.93
CHE,2005,3386,16.8,50.1,7.91
CHE,2006,3432,17.2,50.5,7.92
CHE,2007,3428,17.6,50.9,7.93
CHE,2008,3445,18,51.2,7.94
CHE,2009,3465,18.4,51.6,7.95
CHE,2010,3448,18.8,52,7.97
CHE,2011,3491,19.2,52.4,7.97
CHE,2012,3382,19.6,52.8,8
CHE,2013,3391,19.9,53.1,8.02
CHE,2014,3421,20.4,53.5,8.05
CHE,2015,3398,20.8,53.9,8.07
CHE,2016,3364,21.2,54.3,8.13
SYR,1990,,11.3,43.5,13.7
SYR,1991,,11.6,44.2,14
SYR,1992,,12,44.8,14.4
SYR,1993,,12.3,45.5,14.5
SYR,1994,,12.7,46.1,14.76
SYR,1995,,13,46.8,15.05
SYR,1996,,13.4,47.4,15.31
SYR,1997,,13.9,48.1,15.64
SYR,1998,,14.3,48.8,16.05
SYR,1999,,14.7,49.5,16.24
SYR,2000,,15.2,50.2,16.5
SYR,2001,,15.7,50.8,16.47
SYR,2002,,16.1,51.5,16.46
SYR,2003,,16.6,52.2,16.64
SYR,2004,,17.2,52.8,16.77
SYR,2005,,17.8,53.5,16.61
SYR,2006,,18.4,54.2,16.44
SYR,2007,,19,54.9,16.5
SYR,2008,,19.7,55.7,16.63
SYR,2009,,20.4,56.4,16.75
SYR,2010,,21.2,57.1,16.77
SYR,2011,,21.9,57.8,15.56
SYR,2012,,22.7,58.5,12.01
SYR,2013,,23.5,59.3,12.42
SYR,2014,,24.3,60,9.47
SYR,2015,,25,60.7,10.18
SYR,2016,,25.8,61.4,11.78
TJK,1992,2045,5.4,32.3,5.66
TJK,1993,2067,5.6,32.7,4.91
TJK,1994,2030,5.7,33.1,6.2
TJK,1995,1974,5.8,33.4,6.27
TJK,1996,1934,6,33.8,5.96
TJK,1997,1914,6.1,34.2,5.93
TJK,1998,1935,6.3,34.5,5.66
TJK,1999,1937,6.5,34.9,5.59
TJK,2000,1959,6.6,35.3,5.56
TJK,2001,1962,6.8,35.8,5.64
TJK,2002,1942,7,36.3,5.78
TJK,2003,1956,7.3,36.8,5.97
TJK,2004,1979,7.5,37.3,6.14
TJK,2005,2057,7.8,37.9,6.33
TJK,2006,2063,8.1,38.5,6.51
TJK,2007,2064,8.4,39.1,6.67
TJK,2008,2082,8.8,39.8,6.79
TJK,2009,2097,9.1,40.4,6.91
TJK,2010,2105,9.5,41.1,7.01
TJK,2011,2049,10,41.8,7.24
TJK,2012,2159,10.4,42.5,7.5
TJK,2013,2201,10.9,43.2,7.82
TJK,2014,2091,11.4,43.9,8.13
TJK,2015,2094,12,44.6,8.41
TJK,2016,2102,12.6,45.3,8.7
TJK,1990,,5.1,31.6,5.89
TJK,1991,,5.3,32,6.1
TZA,1990,2187,1.9,14.1,3.15
TZA,1991,2231,2,14.5,3.06
TZA,1992,2145,2.1,14.9,2.98
TZA,1993,2100,2.2,15.3,2.92
TZA,1994,2084,2.3,15.8,2.87
TZA,1995,2030,2.4,16.2,2.83
TZA,1996,2040,2.6,16.6,2.79
TZA,1997,2004,2.7,17.1,2.78
TZA,1998,2077,2.8,17.5,2.81
TZA,1999,2060,3,18,2.81
TZA,2000,2005,3.1,18.4,2.81
TZA,2001,2031,3.3,18.9,2.86
TZA,2002,2109,3.5,19.4,2.96
TZA,2003,1983,3.6,19.9,3.11
TZA,2004,2098,3.8,20.4,3.26
TZA,2005,2134,4,20.9,3.39
TZA,2006,2141,4.2,21.5,3.58
TZA,2007,2215,4.5,22,3.84
TZA,2008,2132,4.7,22.6,4.1
TZA,2009,2133,5,23.2,4.3
TZA,2010,2097,5.2,23.8,4.48
TZA,2011,2200,5.5,24.4,4.68
TZA,2012,2192,5.8,25.1,4.96
TZA,2013,2208,6.1,25.7,5.28
TZA,2014,2339,6.4,26.4,5.53
TZA,2015,2358,6.8,27,5.75
TZA,2016,2381,7.1,27.7,6.03
THA,1990,2180,2,14.2,3.22
THA,1991,2260,2.1,14.6,3.37
THA,1992,2271,2.2,15,3.51
THA,1993,2265,2.4,15.5,3.66
THA,1994,2363,2.5,15.9,3.81
THA,1995,2415,2.7,16.4,3.96
THA,1996,2558,2.9,16.9,4.16
THA,1997,2539,3,17.4,4.29
THA,1998,2600,3.3,17.9,4.48
THA,1999,2558,3.5,18.4,4.79
THA,2000,2604,3.7,18.9,4.99
THA,2001,2578,3.9,19.5,5.04
THA,2002,2630,4.2,20.1,5.16
THA,2003,2642,4.5,20.8,5.25
THA,2004,2651,4.8,21.5,5.31
THA,2005,2720,5.1,22.3,5.58
THA,2006,2796,5.5,23.1,5.81
THA,2007,2766,5.9,24,6.04
THA,2008,2757,6.4,24.9,6.22
THA,2009,2734,6.8,25.8,6.37
THA,2010,2756,7.3,26.7,6.54
THA,2011,2760,7.9,27.6,6.71
THA,2012,2784,8.4,28.6,6.9
THA,2013,2784,9,29.6,7.05
THA,2014,2771,9.5,30.6,7.23
THA,2015,2782,10.1,31.6,7.4
THA,2016,2808,10.8,32.6,7.59
TLS,1990,1817,0.6,9.3,1.3
TLS,1991,1933,0.6,9.6,1.28
TLS,1992,1986,0.7,9.9,1.3
TLS,1993,2032,0.7,10.3,1.3
TLS,1994,2006,0.8,10.6,1.31
TLS,1995,2033,0.8,11,1.29
TLS,1996,1888,0.9,11.4,1.34
TLS,1997,1923,1,11.7,1.27
TLS,1998,1798,1.1,12.1,1.28
TLS,1999,1829,1.1,12.5,1.07
TLS,2000,1872,1.2,12.9,1.37
TLS,2001,1940,1.3,13.4,1.4
TLS,2002,2063,1.4,13.8,1.44
TLS,2003,2058,1.4,14.2,1.52
TLS,2004,2040,1.5,14.7,1.58
TLS,2005,2031,1.6,15.2,1.65
TLS,2006,2038,1.7,15.7,1.71
TLS,2007,2046,1.8,16.2,1.82
TLS,2008,2061,1.9,16.7,1.9
TLS,2009,2040,2,17.3,2.05
TLS,2010,2082,2.1,17.8,2.17
TLS,2011,2105,2.3,18.4,2.37
TLS,2012,2150,2.4,19,2.56
TLS,2013,2131,2.5,19.6,2.74
TLS,2014,2236,2.6,20.3,2.89
TLS,2015,2262,2.8,20.9,3.01
TLS,2016,2259,2.9,21.6,3.09
TGO,1990,2091,2,14.7,2.78
TGO,1991,1930,2.1,15.2,2.85
TGO,1992,1896,2.2,15.6,2.92
TGO,1993,1959,2.4,16,2.98
TGO,1994,2042,2.5,16.5,3.04
TGO,1995,2046,2.6,16.9,3.09
TGO,1996,2112,2.8,17.4,3.14
TGO,1997,2154,2.9,17.8,3.21
TGO,1998,2123,3,18.3,3.3
TGO,1999,2149,3.2,18.8,3.36
TGO,2000,2171,3.3,19.3,3.42
TGO,2001,2155,3.5,19.8,3.46
TGO,2002,2157,3.7,20.3,3.51
TGO,2003,2199,3.9,20.8,3.56
TGO,2004,2246,4,21.3,3.6
TGO,2005,2238,4.2,21.9,3.65
TGO,2006,2283,4.4,22.4,3.78
TGO,2007,2295,4.7,23,3.89
TGO,2008,2316,4.9,23.5,4.07
TGO,2009,2340,5.1,24.1,4.26
TGO,2010,2370,5.4,24.6,4.45
TGO,2011,2383,5.6,25.2,4.61
TGO,2012,2414,5.9,25.8,4.73
TGO,2013,2454,6.2,26.3,4.84
TGO,2014,2433,6.5,26.9,4.99
TGO,2015,2429,6.8,27.5,5.2
TGO,2016,2421,7.1,28.1,5.45
TON,1990,,26.1,63.9,13.01
TON,1991,,27,64.6,13.37
TON,1992,,28,65.3,13.72
TON,1993,,29,65.9,13.97
TON,1994,,29.9,66.6,14.24
TON,1995,,30.8,67.2,14.62
TON,1996,,31.5,67.8,14.9
TON,1997,,32.1,68.4,15.04
TON,1998,,32.7,69,15.23
TON,1999,,33.3,69.6,15.57
TON,2000,,34,70.2,15.91
TON,2001,,34.7,70.8,16.2
TON,2002,,35.5,71.4,16.54
TON,2003,,36.3,72,16.92
TON,2004,,37.2,72.5,17.3
TON,2005,,38,73.1,17.55
TON,2006,,38.8,73.6,17.36
TON,2007,,39.6,74.2,17.13
TON,2008,,40.4,74.7,16.86
TON,2009,,41.1,75.2,15.09
TON,2010,,41.9,75.7,16.56
TON,2011,,42.6,76.2,16.61
TON,2012,,43.3,76.7,16.7
TON,2013,,44,77.2,16.81
TON,2014,,44.6,77.6,16.93
TON,2015,,45.3,78.1,17.08
TON,2016,,45.9,78.5,17.25
TTO,1990,2626,6.3,27.7,17.23
TTO,1991,2668,6.6,28.3,17.31
TTO,1992,2568,6.9,28.9,17.24
TTO,1993,2546,7.3,29.5,17.45
TTO,1994,2550,7.6,30.2,17.47
TTO,1995,2596,8,30.9,17.47
TTO,1996,2640,8.4,31.6,17.54
TTO,1997,2616,8.8,32.3,17.72
TTO,1998,2664,9.3,33.1,18.02
TTO,1999,2674,9.7,33.9,18.07
TTO,2000,2777,10.2,34.6,18.07
TTO,2001,2832,10.6,35.4,18.1
TTO,2002,2790,11.1,36.1,18.03
TTO,2003,2749,11.6,36.9,18.35
TTO,2004,2776,12.1,37.6,18.5
TTO,2005,2756,12.6,38.3,18.43
TTO,2006,2801,13.1,39,18.43
TTO,2007,2845,13.6,39.7,18.49
TTO,2008,2828,14.2,40.4,18.48
TTO,2009,2841,14.8,41.1,18.42
TTO,2010,2841,15.4,41.7,18.52
TTO,2011,2906,16.1,42.4,18.81
TTO,2012,2989,16.7,43.1,18.91
TTO,2013,3052,17.4,43.9,19.11
TTO,2014,2987,18.2,44.6,19.36
TTO,2015,2985,18.9,45.3,19.62
TTO,2016,2966,19.7,46,19.84
TUN,1990,3154,11.7,43.5,10.95
TUN,1991,3111,12.2,44.3,11.08
TUN,1992,3144,12.6,45.1,11.33
TUN,1993,3165,13.2,45.9,11.51
TUN,1994,3113,13.7,46.7,11.62
TUN,1995,3125,14.2,47.4,11.89
TUN,1996,3199,14.7,48.2,12.04
TUN,1997,3246,15.2,48.9,12.33
TUN,1998,3303,15.7,49.7,12.52
TUN,1999,3374,16.2,50.4,12.67
TUN,2000,3251,16.7,51.1,12.75
TUN,2001,3257,17.2,51.8,12.89
TUN,2002,3191,17.8,52.5,13.06
TUN,2003,3240,18.4,53.2,13.14
TUN,2004,3248,18.9,53.8,13.4
TUN,2005,3220,19.5,54.5,13.63
TUN,2006,3273,20.1,55.2,13.86
TUN,2007,3252,20.7,55.9,14.14
TUN,2008,3302,21.4,56.5,14.42
TUN,2009,3335,22,57.2,14.66
TUN,2010,3326,22.7,57.8,14.9
TUN,2011,3360,23.4,58.5,15.09
TUN,2012,3390,24.1,59.1,15.42
TUN,2013,3349,24.9,59.7,15.65
TUN,2014,3435,25.7,60.4,15.84
TUN,2015,3454,26.4,61,16.01
TUN,2016,3451,27.3,61.6,16.17
TUR,1990,3775,14.7,48.4,13.38
TUR,1991,3724,15.3,49.3,13.75
TUR,1992,3710,15.9,50.3,13.92
TUR,1993,3729,16.5,51.2,14.22
TUR,1994,3728,17.1,52,14.4
TUR,1995,3715,17.7,52.8,14.6
TUR,1996,3686,18.3,53.5,14.74
TUR,1997,3604,18.8,54.3,14.85
TUR,1998,3658,19.4,55,14.96
TUR,1999,3618,20,55.7,14.65
TUR,2000,3662,20.5,56.4,15.34
TUR,2001,3621,21.1,57.1,15.32
TUR,2002,3607,21.8,57.7,15.27
TUR,2003,3588,22.4,58.4,15.26
TUR,2004,3609,23.1,59.1,15.33
TUR,2005,3611,23.8,59.8,15.43
TUR,2006,3647,24.5,60.5,15.43
TUR,2007,3630,25.2,61.1,15.4
TUR,2008,3595,25.9,61.8,15.44
TUR,2009,3621,26.7,62.4,15.6
TUR,2010,3650,27.4,63.1,15.61
TUR,2011,3674,28.2,63.7,15.61
TUR,2012,3690,29,64.4,15.63
TUR,2013,3706,29.8,65,15.69
TUR,2014,3659,30.6,65.6,15.82
TUR,2015,3723,31.4,66.2,16.01
TUR,2016,3690,32.2,66.8,16.12
TKM,1992,2561,7.3,36.9,12.6
TKM,1993,2578,7.6,37.3,13.18
TKM,1994,2546,7.8,37.8,13.41
TKM,1995,2539,8.1,38.3,13.49
TKM,1996,2509,8.3,38.8,13.75
TKM,1997,2540,8.6,39.3,13.98
TKM,1998,2560,8.9,39.8,14.2
TKM,1999,2603,9.3,40.4,14.52
TKM,2000,2613,9.6,41,14.72
TKM,2001,2623,9.9,41.6,15.01
TKM,2002,2682,10.3,42.2,15.46
TKM,2003,2742,10.7,42.8,15.81
TKM,2004,2814,11.1,43.5,16.2
TKM,2005,2831,11.5,44.1,16.56
TKM,2006,2835,11.9,44.8,16.8
TKM,2007,2901,12.3,45.5,16.99
TKM,2008,2872,12.8,46.1,17.19
TKM,2009,2874,13.3,46.8,17.19
TKM,2010,2866,13.8,47.5,17.34
TKM,2011,2851,14.3,48.2,17.75
TKM,2012,2842,14.9,48.9,18.19
TKM,2013,2840,15.5,49.6,18.67
TKM,2014,2904,16.1,50.4,19.1
TKM,2015,2903,16.8,51.1,19.37
TKM,2016,2877,17.5,51.8,19.58
TKM,1990,,6.9,36,12.22
TKM,1991,,7.1,36.4,12.32
TUV,1990,,27.2,65.2,9.36
TUV,1991,,28.3,66.2,9.83
TUV,1992,,29.4,67,10.29
TUV,1993,,30.4,67.9,10.74
TUV,1994,,31.5,68.7,11.14
TUV,1995,,32.5,69.5,11.54
TUV,1996,,33.6,70.2,11.91
TUV,1997,,34.5,70.9,12.29
TUV,1998,,35.5,71.6,12.63
TUV,1999,,36.4,72.2,12.99
TUV,2000,,37.3,72.8,11.39
TUV,2001,,38.2,73.4,13.77
TUV,2002,,39.1,74,14.17
TUV,2003,,39.9,74.6,14.55
TUV,2004,,40.8,75.2,14.86
TUV,2005,,41.7,75.8,15.06
TUV,2006,,42.6,76.4,15.07
TUV,2007,,43.5,77,15.01
TUV,2008,,44.4,77.6,14.94
TUV,2009,,45.2,78.2,14.88
TUV,2010,,46.1,78.7,14.87
TUV,2011,,47,79.3,14.94
TUV,2012,,47.8,79.9,15.03
TUV,2013,,48.6,80.4,15.14
TUV,2014,,49.4,80.9,15.26
TUV,2015,,50.2,81.4,15.38
TUV,2016,,51,81.9,15.56
UGA,1990,2330,1.1,11.9,1.23
UGA,1991,2272,1.2,12.3,1.24
UGA,1992,2220,1.3,12.6,1.24
UGA,1993,2243,1.3,12.9,1.26
UGA,1994,2229,1.4,13.3,1.28
UGA,1995,2236,1.5,13.6,1.31
UGA,1996,2130,1.6,14,1.35
UGA,1997,2155,1.6,14.3,1.41
UGA,1998,2266,1.7,14.7,1.49
UGA,1999,2249,1.8,15,1.58
UGA,2000,2267,1.9,15.4,1.68
UGA,2001,2280,2,15.7,1.79
UGA,2002,2330,2.1,16.1,1.9
UGA,2003,2382,2.2,16.5,2.01
UGA,2004,2351,2.3,16.9,2.14
UGA,2005,2327,2.4,17.3,2.31
UGA,2006,2276,2.5,17.7,2.5
UGA,2007,2212,2.6,18.1,2.65
UGA,2008,2177,2.8,18.5,2.78
UGA,2009,2194,2.9,19,2.95
UGA,2010,2200,3,19.4,3.12
UGA,2011,2178,3.2,19.9,3.34
UGA,2012,2160,3.4,20.4,3.64
UGA,2013,2130,3.5,20.9,3.99
UGA,2014,2127,3.7,21.4,4.29
UGA,2015,2073,3.9,21.9,4.53
UGA,2016,2033,4.1,22.4,4.7
UKR,1992,3367,18.4,49.6,12.84
UKR,1993,3242,18.7,50,13.03
UKR,1994,2980,18.9,50.3,13.1
UKR,1995,2881,19.2,50.6,13.17
UKR,1996,2803,19.4,51,13.2
UKR,1997,2854,19.7,51.3,13.24
UKR,1998,2829,19.9,51.6,13.2
UKR,1999,2782,20.1,51.9,13.24
UKR,2000,2896,20.4,52.2,13.29
UKR,2001,2986,20.6,52.6,13.4
UKR,2002,3048,20.9,52.9,13.65
UKR,2003,3052,21.1,53.3,13.93
UKR,2004,3194,21.4,53.7,14.19
UKR,2005,3210,21.7,54,14.46
UKR,2006,3244,22,54.4,14.57
UKR,2007,3253,22.3,54.8,14.78
UKR,2008,3297,22.6,55.2,15.05
UKR,2009,3174,23,55.6,15.27
UKR,2010,3140,23.3,56,15.47
UKR,2011,3177,23.7,56.4,15.55
UKR,2012,3161,24.2,56.8,15.65
UKR,2013,3138,24.6,57.2,15.82
UKR,2014,3145,25.1,57.6,15.38
UKR,2015,3094,25.6,58,15.59
UKR,2016,3091,26.1,58.4,15.6
UKR,1990,,17.8,48.9,12.58
UKR,1991,,18.1,49.3,12.7
ARE,1990,3077,16.3,52.9,17.69
ARE,1991,3073,16.6,53.3,17.91
ARE,1992,3197,16.9,53.8,18.07
ARE,1993,3232,17.2,54.2,18.25
ARE,1994,3316,17.4,54.7,18.35
ARE,1995,3261,17.7,55.1,18.5
ARE,1996,3254,18,55.6,18.64
ARE,1997,3259,18.4,56.1,18.7
ARE,1998,3310,18.7,56.6,18.82
ARE,1999,3375,19.2,57.2,18.93
ARE,2000,3295,19.7,57.7,19.03
ARE,2001,3320,20.3,58.4,19.27
ARE,2002,3355,21,59,19.67
ARE,2003,3338,21.6,59.6,20.39
ARE,2004,3285,22,60.3,21.12
ARE,2005,3205,21.9,60.9,21.61
ARE,2006,3202,21.7,61.5,22.08
ARE,2007,3186,21.5,62.2,22.67
