C_Code,yyear,daily_calory,prevalence_obesity,prevalence_overweight,death_rate
AFG,1990,2314,1,10.4,7.04
AFG,1991,2044,1.1,10.7,6.98
AFG,1992,1891,1.2,11,7
AFG,1993,1910,1.2,11.4,6.88
AFG,1994,1820,1.3,11.7,6.63
AFG,1995,1844,1.4,12.1,6.57
AFG,1996,1843,1.5,12.5,6.45
AFG,1997,1874,1.6,12.9,6.16
AFG,1998,1903,1.7,13.4,5.7
AFG,1999,1852,1.8,13.8,5.77
AFG,2000,1790,1.9,14.2,5.73
AFG,2001,1737,2,14.7,5.84
AFG,2002,1826,2.1,15.2,5.99
AFG,2003,1892,2.2,15.6,6.29
AFG,2004,1967,2.3,16.1,6.57
AFG,2005,1948,2.5,16.6,6.81
AFG,2006,1966,2.6,17.1,7.12
AFG,2007,2046,2.8,17.7,7.62
AFG,2008,2041,2.9,18.2,8.27
AFG,2009,2081,3.1,18.8,8.93
AFG,2010,2104,3.3,19.3,9.5
AFG,2011,2107,3.5,19.9,10.05
AFG,2012,2100,3.7,20.5,10.56
AFG,2013,2090,3.9,21.1,11.09
AFG,2014,2095,4.1,21.7,11.42
AFG,2015,2044,4.3,22.3,11.72
AFG,2016,2034,4.5,23,12.01
ALB,1990,2568,8.7,40.5,8.98
ALB,1991,2572,9,41,8.97
ALB,1992,2654,9.4,41.5,8.86
ALB,1993,2795,9.7,42,8.73
ALB,1994,2877,10.1,42.5,8.65
ALB,1995,2717,10.6,43.1,8.8
ALB,1996,2843,11,43.6,8.95
ALB,1997,2725,11.4,44.2,8.54
ALB,1998,2725,11.9,44.8,9.53
ALB,1999,2797,12.3,45.4,9.77
ALB,2000,2734,12.8,46,9.95
ALB,2001,2803,13.3,46.6,10.14
ALB,2002,2864,13.9,47.3,10.41
ALB,2003,2772,14.4,48,10.71
ALB,2004,2792,15,48.7,10.92
ALB,2005,2874,15.6,49.5,11.12
ALB,2006,2855,16.2,50.2,11.19
ALB,2007,2860,16.9,51,11.28
ALB,2008,2947,17.5,51.8,11.45
ALB,2009,2993,18.1,52.5,11.6
ALB,2010,3076,18.7,53.3,11.75
ALB,2011,3132,19.3,54,11.9
ALB,2012,3184,19.9,54.8,12.01
ALB,2013,3193,20.5,55.5,12.15
ALB,2014,3266,21.1,56.3,12.28
ALB,2015,3280,21.7,57,12.42
ALB,2016,3381,22.3,57.7,12.56
DZA,1990,2754,10.3,41.4,10.72
DZA,1991,2733,10.8,42.2,11.13
DZA,1992,2865,11.2,43,11.33
DZA,1993,2865,11.6,43.8,11.51
DZA,1994,2763,12.1,44.6,11.61
DZA,1995,2785,12.5,45.4,11.73
DZA,1996,2784,13,46.3,11.93
DZA,1997,2733,13.5,47.1,11.88
DZA,1998,2792,14,47.9,12.02
DZA,1999,2843,14.5,48.7,12.32
DZA,2000,2812,15,49.5,12.47
DZA,2001,2886,15.5,50.2,12.71
DZA,2002,2925,16.1,51,13.01
DZA,2003,2970,16.7,51.9,13.29
DZA,2004,2987,17.3,52.7,13.73
DZA,2005,2958,17.9,53.5,14.02
DZA,2006,3047,18.6,54.3,14.28
DZA,2007,3041,19.2,55,14.52
DZA,2008,3048,19.9,55.8,14.78
DZA,2009,3110,20.7,56.6,15.01
DZA,2010,3142,21.4,57.4,15.27
DZA,2011,3217,22.2,58.2,15.47
DZA,2012,3272,23.1,59,15.7
DZA,2013,3296,23.9,59.8,15.92
DZA,2014,3377,24.8,60.5,16.1
DZA,2015,3379,25.7,61.3,16.26
DZA,2016,3372,26.6,62,16.44
AND,1990,,20,56.4,8.48
AND,1991,,20.3,56.8,8.43
AND,1992,,20.6,57.2,8.41
AND,1993,,20.9,57.5,8.4
AND,1994,,21.2,57.9,8.38
AND,1995,,21.5,58.3,8.35
AND,1996,,21.8,58.6,8.31
AND,1997,,22.1,58.9,8.27
AND,1998,,22.4,59.3,8.24
AND,1999,,22.7,59.6,8.22
AND,2000,,23,59.9,8.2
AND,2001,,23.3,60.2,8.19
AND,2002,,23.6,60.5,8.24
AND,2003,,23.9,60.8,8.28
AND,2004,,24.2,61.1,8.33
AND,2005,,24.5,61.3,8.36
AND,2006,,24.8,61.6,8.4
AND,2007,,25.1,61.8,8.43
AND,2008,,25.4,62,8.49
AND,2009,,25.7,62.2,8.55
AND,2010,,26,62.5,8.62
AND,2011,,26.3,62.7,8.67
AND,2012,,26.6,62.9,8.72
AND,2013,,27,63.1,8.77
AND,2014,,27.3,63.3,8.82
AND,2015,,27.7,63.5,8.88
AND,2016,,28,63.7,8.91
AGO,1990,1641,1.7,13.1,1.4
AGO,1991,1611,1.8,13.6,1.44
AGO,1992,1625,1.9,14,1.46
AGO,1993,1564,2,14.4,1.43
AGO,1994,1644,2.1,14.9,1.52
AGO,1995,1687,2.2,15.3,1.58
AGO,1996,1731,2.4,15.8,1.61
AGO,1997,1732,2.5,16.3,1.64
AGO,1998,1752,2.7,16.7,1.67
AGO,1999,1805,2.8,17.3,1.8
AGO,2000,1792,3,17.8,1.9
AGO,2001,1833,3.1,18.3,1.96
AGO,2002,1915,3.3,18.8,2.06
AGO,2003,1983,3.5,19.4,2.16
AGO,2004,2030,3.7,20,2.27
AGO,2005,2077,3.9,20.5,2.36
AGO,2006,2119,4.1,21.1,2.49
AGO,2007,2173,4.3,21.7,2.62
AGO,2008,2245,4.6,22.3,2.8
AGO,2009,2303,4.8,22.9,2.99
AGO,2010,2345,5.1,23.6,3.18
AGO,2011,2407,5.3,24.2,3.39
AGO,2012,2384,5.6,24.8,3.64
AGO,2013,2473,5.9,25.5,3.9
AGO,2014,2419,6.2,26.2,4.14
AGO,2015,2380,6.5,26.8,4.39
AGO,2016,2338,6.8,27.5,4.6
ATG,1990,2467,8.6,33.7,9.85
ATG,1991,2532,8.9,34.4,10.13
ATG,1992,2545,9.2,34.9,10.32
ATG,1993,2376,9.6,35.5,10.47
ATG,1994,2255,9.9,36.1,10.61
ATG,1995,2188,10.3,36.7,10.74
ATG,1996,2190,10.6,37.2,10.99
ATG,1997,2163,11,37.8,10.34
ATG,1998,2154,11.4,38.3,11.11
ATG,1999,2158,11.7,38.9,11.13
ATG,2000,2150,12.1,39.4,11.15
ATG,2001,2085,12.5,40,11.29
ATG,2002,2069,12.9,40.5,11.46
ATG,2003,2071,13.3,41,11.67
ATG,2004,2107,13.7,41.5,11.81
ATG,2005,2331,14,42.1,12
ATG,2006,2328,14.4,42.6,12.1
ATG,2007,2411,14.8,43.1,12.02
ATG,2008,2380,15.3,43.6,12.24
ATG,2009,2322,15.7,44.1,12.34
ATG,2010,2316,16.1,44.7,12.51
ATG,2011,2369,16.6,45.2,12.63
ATG,2012,2293,17,45.7,12.76
ATG,2013,2417,17.5,46.3,12.95
ATG,2014,2400,18,46.9,13.03
ATG,2015,2405,18.6,47.4,13.09
ATG,2016,2404,19.1,48,13.2
ARG,1990,2911,16.6,48.7,8.58
ARG,1991,3010,17,49.3,8.73
ARG,1992,3077,17.4,49.9,8.91
ARG,1993,3116,17.8,50.5,9.04
ARG,1994,3155,18.2,51.1,9.16
ARG,1995,3163,18.5,51.7,9.26
ARG,1996,3156,18.9,52.2,9.38
ARG,1997,3132,19.3,52.8,9.51
ARG,1998,3163,19.7,53.3,9.66
ARG,1999,3265,20.1,53.9,9.84
ARG,2000,3260,20.5,54.4,9.9
ARG,2001,3212,20.9,54.9,9.98
ARG,2002,2977,21.4,55.5,10.04
ARG,2003,3009,21.8,56,10.1
ARG,2004,3028,22.3,56.6,10.13
ARG,2005,3107,22.8,57.1,10.14
ARG,2006,3114,23.2,57.6,10.1
ARG,2007,3145,23.7,58.2,10.09
ARG,2008,3158,24.2,58.7,10.02
ARG,2009,3132,24.7,59.2,10.01
ARG,2010,3155,25.3,59.7,9.96
ARG,2011,3161,25.8,60.2,9.93
ARG,2012,3197,26.3,60.7,9.92
ARG,2013,3229,26.9,61.2,9.89
ARG,2014,3245,27.4,61.8,9.88
ARG,2015,3307,28,62.3,9.95
ARG,2016,3247,28.5,62.7,10.06
ARM,1992,2184,11.8,43.3,9.48
ARM,1993,2099,12.2,43.7,9.54
ARM,1994,2181,12.6,44.1,9.59
ARM,1995,2270,13,44.6,9.95
ARM,1996,2320,13.3,45,10.27
ARM,1997,2330,13.6,45.4,10.51
ARM,1998,2320,13.9,45.7,10.81
ARM,1999,2288,14.1,46.1,11.01
ARM,2000,2236,14.4,46.5,11.21
ARM,2001,2239,14.6,47,11.46
ARM,2002,2259,14.9,47.4,11.65
ARM,2003,2432,15.1,47.8,11.96
ARM,2004,2554,15.4,48.3,12.2
ARM,2005,2668,15.7,48.8,12.49
ARM,2006,2757,16,49.3,12.77
ARM,2007,2761,16.3,49.8,13.27
ARM,2008,2869,16.7,50.3,13.71
ARM,2009,2819,17,50.8,14.08
ARM,2010,2768,17.5,51.3,14.3
ARM,2011,2788,17.9,51.8,14.43
ARM,2012,2882,18.5,52.3,14.63
ARM,2013,2928,19,52.8,14.7
ARM,2014,3069,19.6,53.4,14.71
ARM,2015,3090,20.2,53.9,14.8
ARM,2016,3051,20.9,54.4,14.78
ARM,1990,,11,42.4,9.1
ARM,1991,,11.4,42.9,9.25
AUS,1990,3174,15.4,50.3,10.24
AUS,1991,3121,15.9,50.9,10.29
AUS,1992,3125,16.4,51.5,10.32
AUS,1993,3042,16.9,52.1,10.34
AUS,1994,3054,17.4,52.7,10.36
AUS,1995,3099,18,53.3,10.36
AUS,1996,3077,18.5,53.9,10.38
AUS,1997,3096,19.2,54.5,10.4
AUS,1998,3015,19.8,55.1,10.42
AUS,1999,3014,20.4,55.7,10.41
AUS,2000,2991,21,56.3,10.45
AUS,2001,3048,21.7,56.9,10.5
AUS,2002,3077,22.3,57.5,10.54
AUS,2003,3104,22.9,58.1,10.61
AUS,2004,3052,23.5,58.6,10.57
AUS,2005,3099,24,59.2,10.56
AUS,2006,3156,24.6,59.7,10.58
AUS,2007,3198,25.1,60.2,10.64
AUS,2008,3199,25.7,60.7,10.66
AUS,2009,3205,26.2,61.2,10.64
AUS,2010,3213,26.7,61.7,10.62
AUS,2011,3237,27.3,62.2,10.57
AUS,2012,3257,27.9,62.7,10.53
AUS,2013,3276,28.5,63.1,10.5
AUS,2014,3407,29.1,63.6,10.52
AUS,2015,3393,29.8,64,10.53
AUS,2016,3416,30.4,64.5,10.51
AUT,1990,3510,11.1,42.4,8.42
AUT,1991,3556,11.4,42.9,8.56
AUT,1992,3546,11.7,43.4,8.68
AUT,1993,3508,12.1,44,8.81
AUT,1994,3557,12.5,44.5,8.92
AUT,1995,3510,12.9,45,9.06
AUT,1996,3551,13.3,45.5,9.22
AUT,1997,3494,13.7,46,9.32
AUT,1998,3608,14.1,46.5,9.4
AUT,1999,3673,14.6,47,9.46
AUT,2000,3726,15,47.5,9.51
AUT,2001,3728,15.4,47.9,9.56
AUT,2002,3652,15.8,48.4,9.63
AUT,2003,3609,16.2,48.8,9.7
AUT,2004,3606,16.6,49.3,9.78
AUT,2005,3640,17,49.7,9.86
AUT,2006,3719,17.5,50.2,9.94
AUT,2007,3737,17.9,50.6,10
AUT,2008,3717,18.3,51,10.05
AUT,2009,3723,18.7,51.4,10.13
AUT,2010,3724,19.2,51.8,10.17
AUT,2011,3735,19.6,52.2,10.23
AUT,2012,3739,20.1,52.6,10.31
AUT,2013,3768,20.5,53,10.36
AUT,2014,3672,21,53.4,10.42
AUT,2015,3664,21.5,53.9,10.45
AUT,2016,3659,21.9,54.3,10.46
AZE,1992,2318,9.4,40.2,10.94
AZE,1993,2235,9.7,40.6,11.13
AZE,1994,2159,10,41.1,11.12
AZE,1995,2126,10.3,41.5,11.46
AZE,1996,2223,10.6,41.9,11.64
AZE,1997,2021,10.9,42.4,11.61
AZE,1998,2119,11.2,42.8,11.61
AZE,1999,2185,11.5,43.3,11.64
AZE,2000,2282,11.8,43.7,11.65
AZE,2001,2371,12.2,44.2,11.8
AZE,2002,2461,12.5,44.7,11.97
AZE,2003,2554,12.8,45.3,12.24
AZE,2004,2639,13.2,45.8,12.55
AZE,2005,2837,13.6,46.4,12.7
AZE,2006,3006,14,47,12.93
AZE,2007,3019,14.4,47.7,13.33
AZE,2008,3026,14.9,48.3,13.98
AZE,2009,2995,15.4,48.9,14.55
AZE,2010,2973,15.9,49.6,14.91
AZE,2011,3039,16.5,50.2,15.13
AZE,2012,3055,17.1,50.9,15.35
AZE,2013,3118,17.8,51.6,15.52
AZE,2014,3093,18.5,52.2,15.66
AZE,2015,3093,19.2,52.9,15.82
AZE,2016,3081,19.9,53.6,15.96
AZE,1990,,8.9,39.2,11.05
AZE,1991,,9.1,39.7,11.18
BHS,1990,2714,16.9,49.2,13.86
BHS,1991,2607,17.5,50,13.66
BHS,1992,2503,18.1,50.6,13.47
BHS,1993,2420,18.7,51.3,13.3
BHS,1994,2421,19.3,52,13.17
BHS,1995,2535,19.9,52.6,13.25
BHS,1996,2536,20.5,53.3,13.35
BHS,1997,2651,21.2,53.9,13.63
BHS,1998,2601,21.8,54.5,13.88
BHS,1999,2703,22.5,55.1,13.78
BHS,2000,2779,23.1,55.7,13.81
BHS,2001,2765,23.7,56.3,13.97
BHS,2002,2725,24.2,56.9,14.05
BHS,2003,2686,24.8,57.5,14.35
BHS,2004,2662,25.3,58,14.66
BHS,2005,2648,25.9,58.6,15.02
BHS,2006,2627,26.4,59.1,15.02
BHS,2007,2605,27,59.7,15.15
BHS,2008,2585,27.5,60.2,15.21
BHS,2009,2619,28.1,60.7,15.31
BHS,2010,2598,28.6,61.3,15.27
BHS,2011,2568,29.2,61.8,15.24
BHS,2012,2671,29.7,62.3,15.08
BHS,2013,2670,30.3,62.8,15.18
BHS,2014,2636,30.9,63.3,15.24
BHS,2015,2609,31.5,63.9,15.09
BHS,2016,2625,32.1,64.4,15.37
BHR,1990,,16.7,52.3,17.07
BHR,1991,,17.1,52.8,17.22
BHR,1992,,17.5,53.3,17.47
BHR,1993,,17.9,53.8,17.78
BHR,1994,,18.4,54.3,17.91
BHR,1995,,18.9,54.9,17.96
BHR,1996,,19.4,55.4,18.03
BHR,1997,,19.9,55.9,17.94
BHR,1998,,20.4,56.4,17.95
BHR,1999,,20.8,56.9,18.26
BHR,2000,,21.2,57.4,17.9
BHR,2001,,21.5,57.9,18.37
BHR,2002,,21.7,58.4,18.64
BHR,2003,,21.9,58.9,18.89
BHR,2004,,22.1,59.3,19.22
BHR,2005,,22.5,59.8,19.4
BHR,2006,,22.9,60.3,19.46
BHR,2007,,23.4,60.8,19.71
BHR,2008,,23.9,61.3,19.87
BHR,2009,,24.5,61.9,20.08
BHR,2010,,25,62.4,20.35
BHR,2011,,25.6,63,20.53
BHR,2012,,26.2,63.5,20.62
BHR,2013,,26.8,64.1,21.12
BHR,2014,,27.4,64.7,21.55
BHR,2015,,28.1,65.2,21.58
BHR,2016,,28.7,65.8,21.65
BGD,1990,2111,0.6,8.3,0.89
BGD,1991,2116,0.6,8.6,0.81
BGD,1992,2111,0.7,8.9,0.95
BGD,1993,2010,0.7,9.2,0.99
BGD,1994,2003,0.8,9.5,1.04
BGD,1995,2043,0.8,9.8,1.11
BGD,1996,2048,0.9,10.2,1.17
BGD,1997,2096,0.9,10.5,1.24
BGD,1998,2161,1,10.9,1.31
BGD,1999,2266,1.1,11.2,1.39
BGD,2000,2258,1.1,11.6,1.51
BGD,2001,2331,1.2,12,1.63
BGD,2002,2313,1.3,12.4,1.77
BGD,2003,2350,1.4,12.9,1.92
BGD,2004,2382,1.5,13.3,2.09
BGD,2005,2372,1.6,13.8,2.28
BGD,2006,2372,1.7,14.3,2.47
BGD,2007,2417,1.8,14.8,2.66
BGD,2008,2386,1.9,15.3,2.87
BGD,2009,2425,2.1,15.8,3.07
BGD,2010,2439,2.2,16.4,3.23
BGD,2011,2429,2.4,17,3.46
BGD,2012,2435,2.6,17.6,3.75
BGD,2013,2450,2.7,18.2,3.86
BGD,2014,2494,2.9,18.8,3.91
BGD,2015,2520,3.1,19.4,4.09
BGD,2016,2522,3.4,20,4.23
BRB,1990,3106,10.7,36.5,12.92
BRB,1991,3006,11,36.9,13.15
BRB,1992,2983,11.4,37.3,13.22
BRB,1993,2912,11.8,37.8,13.24
BRB,1994,2905,12.3,38.3,13.22
BRB,1995,2867,12.7,38.9,13.23
BRB,1996,2905,13.2,39.5,13.22
BRB,1997,2970,13.8,40.1,13.25
BRB,1998,2805,14.3,40.8,13.21
BRB,1999,2942,14.9,41.4,13.14
BRB,2000,2802,15.4,42.1,13.09
BRB,2001,2835,16,42.8,12.92
BRB,2002,2806,16.5,43.5,13.09
BRB,2003,2838,17.1,44.1,13.19
BRB,2004,2770,17.6,44.8,13.24
BRB,2005,2888,18.1,45.4,13.37
BRB,2006,2838,18.7,46.1,13.42
BRB,2007,2906,19.3,46.7,13.56
BRB,2008,2884,19.8,47.3,13.55
BRB,2009,2909,20.4,47.9,13.58
BRB,2010,2909,21,48.6,13.48
BRB,2011,2892,21.6,49.2,13.48
BRB,2012,2912,22.2,49.8,13.44
BRB,2013,2937,22.8,50.5,13.54
BRB,2014,2913,23.5,51.1,13.65
BRB,2015,2950,24.1,51.8,13.68
BRB,2016,2936,24.8,52.4,13.72
BLR,1992,3099,17.2,48.7,11.41
BLR,1993,3194,17.5,49.2,11.67
BLR,1994,3125,17.9,49.6,11.77
BLR,1995,3195,18.2,50.1,11.96
BLR,1996,3284,18.6,50.5,12.07
BLR,1997,3282,18.9,50.9,12.13
BLR,1998,3219,19.3,51.4,12.17
BLR,1999,3117,19.6,51.8,12.31
BLR,2000,2993,19.9,52.2,12.43
BLR,2001,3046,20.2,52.7,12.71
BLR,2002,2981,20.6,53.1,13.04
BLR,2003,2821,20.9,53.6,13.23
BLR,2004,2901,21.3,54.1,13.36
BLR,2005,2987,21.7,54.5,13.51
BLR,2006,3084,22.1,55,13.62
BLR,2007,3186,22.4,55.5,13.8
BLR,2008,3200,22.8,55.9,13.95
BLR,2009,3126,23.3,56.4,14.17
BLR,2010,3196,23.7,56.8,14.33
BLR,2011,3400,24.1,57.3,14.54
BLR,2012,3400,24.6,57.7,14.58
BLR,2013,3250,25.1,58.1,14.79
BLR,2014,3335,25.6,58.6,14.96
BLR,2015,3186,26.1,59,15.03
BLR,2016,3240,26.6,59.4,15.12
BLR,1990,,16.4,47.6,11.11
BLR,1991,,16.8,48.2,11.24
BEL,2000,3709,18.6,54.5,7.47
BEL,2001,3747,19,54.9,7.46
BEL,2002,3749,19.4,55.2,7.49
BEL,2003,3717,19.7,55.6,7.51
BEL,2004,3722,20.1,55.9,7.5
BEL,2005,3716,20.5,56.2,7.49
BEL,2006,3716,20.8,56.6,7.46
BEL,2007,3713,21.1,56.9,7.47
BEL,2008,3702,21.5,57.2,7.51
BEL,2009,3697,21.8,57.5,7.42
BEL,2010,3707,22.2,57.8,7.35
BEL,2011,3720,22.5,58.1,7.32
BEL,2012,3715,22.9,58.3,7.29
BEL,2013,3733,23.3,58.6,7.29
BEL,2014,3789,23.7,58.9,7.28
BEL,2015,3804,24.1,59.2,7.29
BEL,2016,3774,24.5,59.5,7.28
BEL,1990,,15,50.4,7.27
BEL,1991,,15.3,50.8,7.25
BEL,1992,,15.7,51.2,7.26
BEL,1993,,16,51.7,7.26
BEL,1994,,16.4,52.1,7.3
BEL,1995,,16.8,52.5,7.33
BEL,1996,,17.1,52.9,7.37
BEL,1997,,17.5,53.3,7.39
BEL,1998,,17.9,53.7,7.46
BEL,1999,,18.3,54.1,7.51
BLZ,1990,2484,10.3,39,9.42
BLZ,1991,2521,10.7,39.5,9.69
BLZ,1992,2707,11,40.1,10.13
BLZ,1993,2690,11.5,40.6,10.52
BLZ,1994,2649,11.9,41.2,10.97
BLZ,1995,2693,12.3,41.9,11.49
BLZ,1996,2647,12.7,42.5,11.76
BLZ,1997,2660,13.1,43.2,12.06
BLZ,1998,2651,13.5,43.8,12.29
BLZ,1999,2640,13.9,44.5,12.74
BLZ,2000,2688,14.3,45.2,13.13
BLZ,2001,2757,14.7,45.8,13.25
BLZ,2002,2778,15.1,46.5,13.71
BLZ,2003,2806,15.5,47.1,14.14
BLZ,2004,2776,16,47.7,14.56
BLZ,2005,2818,16.4,48.3,14.92
BLZ,2006,2800,16.8,48.9,15.2
BLZ,2007,2793,17.3,49.5,15.29
BLZ,2008,2719,17.7,50.1,15.22
BLZ,2009,2763,18.2,50.6,15.32
BLZ,2010,2839,18.8,51.2,15.29
BLZ,2011,2761,19.3,51.8,15.26
BLZ,2012,2735,19.9,52.4,15.36
BLZ,2013,2751,20.5,53,15.49
BLZ,2014,2627,21.1,53.6,15.45
BLZ,2015,2677,21.8,54.2,15.29
BLZ,2016,2679,22.4,54.8,15.38
BEN,1990,2134,2.6,16.2,3.02
BEN,1991,2198,2.7,16.6,3.13
BEN,1992,2142,2.8,17.1,3.26
BEN,1993,2155,3,17.6,3.39
BEN,1994,2179,3.1,18.1,3.52
BEN,1995,2203,3.3,18.5,3.67
BEN,1996,2251,3.5,19,3.81
BEN,1997,2243,3.6,19.5,3.94
BEN,1998,2236,3.8,20,4.08
BEN,1999,2234,4,20.5,4.23
BEN,2000,2245,4.2,21,4.38
BEN,2001,2315,4.4,21.5,4.49
BEN,2002,2401,4.6,22,4.64
BEN,2003,2360,4.8,22.4,4.75
BEN,2004,2461,5,22.9,4.88
BEN,2005,2435,5.2,23.5,5
BEN,2006,2450,5.4,24,5.14
BEN,2007,2564,5.6,24.5,5.29
BEN,2008,2521,5.9,25,5.53
BEN,2009,2565,6.1,25.6,5.8
BEN,2010,2555,6.4,26.1,5.99
BEN,2011,2598,6.7,26.6,6.15
BEN,2012,2610,7,27.2,6.25
BEN,2013,2619,7.3,27.8,6.31
BEN,2014,2739,7.6,28.4,6.38
BEN,2015,2726,7.9,28.9,6.49
BEN,2016,2742,8.2,29.5,6.6
BTN,1990,,1.1,10.7,2.12
BTN,1991,,1.1,11.1,2.19
BTN,1992,,1.2,11.5,2.29
BTN,1993,,1.3,12,2.42
BTN,1994,,1.4,12.5,2.53
BTN,1995,,1.5,13,2.7
BTN,1996,,1.6,13.5,2.83
BTN,1997,,1.7,14,3
BTN,1998,,1.8,14.6,3.18
BTN,1999,,2,15.2,3.33
BTN,2000,,2.1,15.8,3.44
BTN,2001,,2.2,16.4,3.74
BTN,2002,,2.4,17.1,3.94
BTN,2003,,2.5,17.7,4.19
BTN,2004,,2.7,18.4,4.42
BTN,2005,,2.9,19.1,4.61
BTN,2006,,3.1,19.8,4.76
BTN,2007,,3.3,20.6,4.91
BTN,2008,,3.5,21.3,5.03
BTN,2009,,3.7,22,5.14
BTN,2010,,4,22.7,5.31
BTN,2011,,4.2,23.4,5.47
BTN,2012,,4.5,24.2,5.64
BTN,2013,,4.8,24.9,5.81
BTN,2014,,5.1,25.6,5.98
BTN,2015,,5.5,26.4,6.16
BTN,2016,,5.8,27.1,6.32
BOL,1990,1938,8.1,38.4,5.95
BOL,1991,2020,8.5,39.3,6.13
BOL,1992,2022,8.8,40,6.34
BOL,1993,2007,9.2,40.8,6.56
BOL,1994,1959,9.6,41.6,6.75
BOL,1995,2106,9.9,42.4,6.93
BOL,1996,2047,10.3,43.1,7.09
BOL,1997,2055,10.7,43.8,7.32
BOL,1998,1951,11.1,44.5,7.49
BOL,1999,2037,11.5,45.2,7.68
BOL,2000,2076,11.8,45.9,7.88
BOL,2001,2083,12.2,46.6,8.1
BOL,2002,2102,12.6,47.3,8.34
BOL,2003,2117,13,47.9,8.57
BOL,2004,2051,13.4,48.6,8.81
BOL,2005,2106,13.8,49.2,9.04
BOL,2006,2159,14.2,49.9,9.23
BOL,2007,2165,14.6,50.5,9.48
BOL,2008,2146,15,51.2,9.69
BOL,2009,2133,15.5,51.8,9.91
BOL,2010,2177,15.9,52.4,10.08
BOL,2011,2222,16.3,53.1,10.24
BOL,2012,2234,16.8,53.7,10.4
BOL,2013,2256,17.3,54.3,10.52
BOL,2014,2310,17.7,54.9,10.64
BOL,2015,2379,18.2,55.5,10.83
BOL,2016,2382,18.7,56.1,11.15
BIH,1992,2349,10.5,41.9,8.36
BIH,1993,2454,10.9,42.3,8.68
BIH,1994,2644,11.2,42.8,9.22
BIH,1995,2636,11.6,43.2,7.74
BIH,1996,2877,12,43.6,10.3
BIH,1997,3090,12.4,44,10.69
BIH,1998,3023,12.8,44.5,11.18
BIH,1999,2936,13.1,44.9,11.86
BIH,2000,2803,13.5,45.4,12.3
BIH,2001,2903,13.8,45.8,12.47
BIH,2002,2901,14.2,46.3,12.68
BIH,2003,2834,14.5,46.8,12.93
BIH,2004,3091,14.8,47.2,13.22
BIH,2005,3038,15.2,47.7,13.46
BIH,2006,3016,15.5,48.2,13.67
BIH,2007,3064,15.9,48.7,13.97
BIH,2008,3107,16.2,49.2,14.02
BIH,2009,3079,16.6,49.7,14.26
BIH,2010,3099,17,50.2,14.39
BIH,2011,3134,17.3,50.7,14.41
BIH,2012,3050,17.7,51.2,14.42
BIH,2013,3154,18.1,51.7,14.48
BIH,2014,3200,18.5,52.2,14.54
BIH,2015,3268,19,52.8,14.59
BIH,2016,3304,19.4,53.3,14.57
BIH,1990,,9.8,41,9.89
BIH,1991,,10.1,41.4,9.94
BWA,1990,2216,6.4,25,5.46
BWA,1991,2224,6.9,26.2,5.51
BWA,1992,2203,7.4,27.3,5.48
BWA,1993,2069,7.9,28.4,5.37
BWA,1994,2186,8.4,29.4,5.22
BWA,1995,2188,8.8,30.4,5.04
BWA,1996,2214,9.3,31.4,4.84
BWA,1997,2165,9.7,32.2,4.7
BWA,1998,2081,10.1,33,4.69
BWA,1999,2117,10.5,33.8,4.73
BWA,2000,2080,10.9,34.6,4.85
BWA,2001,2154,11.2,35.3,4.97
BWA,2002,2111,11.6,35.9,5.17
BWA,2003,2113,11.9,36.6,5.45
BWA,2004,2191,12.2,37.2,5.86
BWA,2005,2198,12.5,37.8,6.34
BWA,2006,2150,12.8,38.3,6.73
BWA,2007,2166,13.1,38.9,7.29
BWA,2008,2184,13.4,39.4,7.92
BWA,2009,2199,13.7,39.9,8.53
BWA,2010,2234,14.1,40.4,9.05
BWA,2011,2273,14.4,40.9,9.53
BWA,2012,2342,14.7,41.4,9.97
BWA,2013,2326,15,41.9,10.44
BWA,2014,2385,15.4,42.4,10.86
BWA,2015,2383,15.8,42.9,11.15
BWA,2016,2377,16.1,43.4,11.35
BRA,1990,2719,9.1,38.5,8.27
BRA,1991,2777,9.5,39.3,8.4
BRA,1992,2771,9.9,40,8.59
BRA,1993,2774,10.3,40.8,8.8
BRA,1994,2818,10.8,41.5,8.96
BRA,1995,2812,11.2,42.2,9.11
BRA,1996,2840,11.6,43,9.3
BRA,1997,2854,12.1,43.7,9.46
BRA,1998,2853,12.6,44.5,9.66
BRA,1999,2865,13,45.2,9.87
BRA,2000,2880,13.5,46,10.04
BRA,2001,2892,14,46.7,10.18
BRA,2002,2927,14.5,47.4,10.32
BRA,2003,3067,15,48.1,10.49
BRA,2004,3082,15.5,48.8,10.68
BRA,2005,3078,16,49.5,10.8
BRA,2006,3096,16.6,50.2,10.96
BRA,2007,3106,17.1,50.8,11.1
BRA,2008,3178,17.7,51.5,11.24
BRA,2009,3166,18.2,52.1,11.34
BRA,2010,3230,18.8,52.7,11.41
BRA,2011,3286,19.4,53.4,11.47
BRA,2012,3248,19.9,54,11.52
BRA,2013,3263,20.5,54.6,11.56
BRA,2014,3303,21.1,55.3,11.6
BRA,2015,3248,21.7,55.9,11.67
BRA,2016,3234,22.3,56.5,11.76
BRN,1990,2804,3.7,21.9,5.2
BRN,1991,2704,3.9,22.5,5.25
BRN,1992,2831,4.2,23.1,5.32
BRN,1993,2801,4.4,23.7,5.37
BRN,1994,2889,4.6,24.3,5.44
BRN,1995,2836,4.9,24.9,5.49
BRN,1996,2912,5.2,25.6,5.55
